x,tangent,cot,sin,cosec,cos,sec
0,0.1,0.10033467208545055,9.966644423259238,0.09983341664682815,10.016686131634776,0.9950041652780258,1.0050209184004553
1,0.12981216993458972,0.13054628219021075,7.660118566555293,0.12944789519868027,7.725115950824629,0.9915862254129146,1.0084851668684502
2,0.15962433986917945,0.16099404051102484,6.211410042420298,0.1589473334510111,6.291392112647227,0.9872870632135382,1.0128766366542699
3,0.1894365098037692,0.19173556884800091,5.215516380232787,0.18830551526328743,5.310518911789743,0.9821104993438508,1.018215364430073
4,0.2192486797383589,0.22283066337293372,4.487712709118406,0.21749635002952522,4.597778306919861,0.9760611342143658,1.0245259901726367
5,0.24906084967294864,0.25434177830998106,3.9317174183678234,0.24649389586500228,4.056895593664809,0.9691443438937739,1.0318380397106337
6,0.27887301960753835,0.28633455294233084,3.492418186083902,0.2752723826608019,3.632765446115338,0.9613662753312314,1.0401862699577824
7,0.3086851895421281,0.31887839178753224,3.1359917315008823,0.3038062349857001,3.2915716823490118,0.9527338408935696,1.0496110845208346
8,0.3384973594767178,0.35204710934620836,2.8405289333496135,0.33207009481504196,3.0114123964007806,0.9432547122222762,1.060159029202233
9,0.36830952941130757,0.3859196527880532,2.5912129449110988,0.36003884406641007,2.7774780873797815,0.9329373134157103,1.0718833791080313
10,0.39812169934589725,0.4205809183887402,2.3776637414532122,0.38768762692205466,2.5793962214869754,0.9217908135426094,1.0848448317214385
11,0.42793386928048693,0.4561226805931466,2.1923926227469983,0.41499187191825115,2.409685749693404,0.909825118493541,1.0991123235372613
12,0.4577460392150767,0.492644656412455,2.029860644956989,0.441927313781951,2.2628155554408766,0.8970508621775406,1.114763991834929
13,0.4875582091496664,0.5302557326724725,1.8858824872293807,0.46847001499532126,2.1346083377609286,0.8834793970717616,1.13188830810819
14,0.5173703790842561,0.5690753896903803,1.7572364191396064,0.49459638706900877,2.0218505960507036,0.8691227841325316,1.150585415843282
15,0.5471825490188459,0.6092353626275488,1.6414017657923479,0.5202832115052223,1.9220301133817435,0.8539937820767854,1.1709687131071953
16,0.5769947189534356,0.6508815915270115,1.5363777575179742,0.5455076604320032,1.8331548253750851,0.8381058360433975,1.1931667302555564
17,0.6068068888880253,0.6941765235394013,1.4405557752101656,0.5702473168903477,1.7536250857841196,0.8214730656444917,1.2173253656411045
